Symbol,Expiry,Strike,OptionType,Date,Time,Open,High,Low,Close,Volume,OI
NIFTY,26AUG21,14550,CE,2021-07-29,10:36:59,1225.0,1225.0,1225.0,1225.0,50,0
NIFTY,26AUG21,14550,CE,2021-07-30,10:17:59,1297.7,1297.75,1297.7,1297.75,200,50
NIFTY,26AUG21,14550,CE,2021-07-30,10:28:59,1260.0,1260.0,1260.0,1260.0,200,250
NIFTY,26AUG21,14550,CE,2021-08-02,10:46:59,1322.6,1322.6,1322.6,1322.6,50,100
NIFTY,26AUG21,14550,CE,2021-08-02,14:24:59,1352.5,1352.5,1352.5,1352.5,50,150
NIFTY,26AUG21,14550,CE,2021-08-03,09:20:59,1385.9,1385.9,1385.9,1385.9,50,100
NIFTY,26AUG21,14550,CE,2021-08-03,09:30:59,1388.55,1388.55,1388.55,1388.55,50,150
NIFTY,26AUG21,14550,CE,2021-08-04,09:18:59,1694.65,1694.65,1694.65,1694.65,50,150
NIFTY,26AUG21,14550,CE,2021-08-04,11:46:59,1670.05,1670.05,1670.05,1670.05,50,150
NIFTY,26AUG21,14550,CE,2021-08-05,14:18:59,1801.9,1801.9,1801.9,1801.9,50,100
NIFTY,26AUG21,14550,CE,2021-08-09,09:19:59,1745.5,1745.5,1745.5,1745.5,50,50
NIFTY,26AUG21,14550,CE,2021-08-09,09:53:59,1758.55,1758.55,1758.55,1758.55,50,50
NIFTY,26AUG21,14550,CE,2021-08-10,09:23:59,1730.1,1730.1,1730.1,1730.1,50,50
NIFTY,26AUG21,14550,CE,2021-08-10,09:45:59,1756.55,1756.55,1756.55,1756.55,50,100
NIFTY,26AUG21,14550,CE,2021-08-10,12:55:59,1786.4,1786.4,1786.4,1786.4,50,100
NIFTY,26AUG21,14550,CE,2021-08-11,09:36:59,1754.95,1754.95,1754.95,1754.95,50,50
NIFTY,26AUG21,14550,CE,2021-08-24,09:15:59,1983.25,1983.25,1983.25,1983.25,50,50
NIFTY,26AUG21,14550,CE,2021-08-24,15:25:59,2052.75,2052.75,2052.75,2052.75,50,100
