datetime,Symbol,Expiry,Strike,OptionType,Date,Time,Open,High,Low,Close,Volume,OI,Underlying Value
2021-11-22 09:15:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:15:59,460.45,460.5,457.0,457.0,0,0,17724.4
2021-11-22 09:16:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:16:59,460.45,460.5,457.0,457.0,0,0,17694.7
2021-11-22 09:17:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:17:59,460.45,460.5,457.0,457.0,0,0,17676.75
2021-11-22 09:18:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:18:59,460.45,460.5,457.0,457.0,0,0,17671.75
2021-11-22 09:19:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:19:59,436.7,436.7,436.7,436.7,0,0,17682.2
2021-11-22 09:20:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:20:59,436.7,436.7,436.7,436.7,0,0,17650.95
2021-11-22 09:21:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:21:59,436.7,436.7,436.7,436.7,0,0,17628.3
2021-11-22 09:22:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:22:59,436.7,436.7,436.7,436.7,0,0,17634.5
2021-11-22 09:23:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:23:59,436.7,436.7,436.7,436.7,0,0,17631.6
2021-11-22 09:24:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:24:59,436.7,436.7,436.7,436.7,0,0,17632.65
2021-11-22 09:25:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:25:59,436.7,436.7,436.7,436.7,0,0,17656.85
2021-11-22 09:26:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:26:59,436.7,436.7,436.7,436.7,0,0,17655.25
2021-11-22 09:27:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:27:59,436.7,436.7,436.7,436.7,0,0,17661.5
2021-11-22 09:28:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:28:59,436.7,436.7,436.7,436.7,0,0,17637.65
2021-11-22 09:29:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:29:59,436.7,436.7,436.7,436.7,0,0,17632.65
2021-11-22 09:30:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:30:59,454.75,454.75,454.75,454.75,0,0,17656.65
2021-11-22 09:31:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:31:59,454.75,454.75,454.75,454.75,0,0,17665.75
2021-11-22 09:32:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:32:59,451.9,451.9,446.4,446.4,0,0,17670.55
2021-11-22 09:33:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:33:59,451.9,451.9,446.4,446.4,0,0,17652.85
2021-11-22 09:34:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:34:59,451.9,451.9,446.4,446.4,0,0,17658.95
2021-11-22 09:35:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:35:59,451.9,451.9,446.4,446.4,0,0,17657.8
2021-11-22 09:36:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:36:59,451.3,451.3,451.3,451.3,0,0,17657.45
2021-11-22 09:37:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:37:59,447.2,450.1,447.2,450.1,0,0,17660.5
2021-11-22 09:38:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:38:59,447.2,450.1,447.2,450.1,0,0,17665.95
2021-11-22 09:39:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:39:59,440.75,442.65,440.75,442.65,0,0,17645.15
2021-11-22 09:40:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:40:59,440.75,442.65,440.75,442.65,0,0,17659.3
2021-11-22 09:41:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:41:59,448.9,448.9,447.65,447.65,0,0,17662.3
2021-11-22 09:42:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:42:59,448.9,448.9,447.65,447.65,0,0,17649.35
2021-11-22 09:43:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:43:59,448.9,448.9,447.65,447.65,0,0,17653.75
2021-11-22 09:44:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:44:59,448.9,448.9,447.65,447.65,0,0,17652.95
2021-11-22 09:45:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:45:59,448.9,448.9,447.65,447.65,0,0,17637.55
2021-11-22 09:46:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:46:59,444.05,445.5,443.65,445.5,0,0,17646.0
2021-11-22 09:47:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:47:59,444.05,445.5,443.65,445.5,0,0,17656.85
2021-11-22 09:48:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:48:59,454.25,454.9,454.25,454.9,0,0,17658.2
2021-11-22 09:49:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:49:59,454.25,454.9,454.25,454.9,0,0,17671.05
2021-11-22 09:50:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:50:59,454.9,454.9,454.9,454.9,0,0,17679.2
2021-11-22 09:51:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:51:59,454.9,454.9,454.9,454.9,0,0,17678.2
2021-11-22 09:52:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:52:59,455.9,455.9,455.9,455.9,0,0,17674.65
2021-11-22 09:53:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:53:59,455.9,455.9,455.9,455.9,0,0,17684.25
2021-11-22 09:54:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:54:59,455.9,455.9,455.9,455.9,0,0,17666.6
2021-11-22 09:55:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:55:59,458.1,458.1,458.1,458.1,0,0,17657.4
2021-11-22 09:56:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:56:59,458.1,458.1,458.1,458.1,0,0,17681.25
2021-11-22 09:57:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:57:59,458.1,458.1,458.1,458.1,0,0,17670.1
2021-11-22 09:58:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:58:59,458.1,458.1,458.1,458.1,0,0,17675.2
2021-11-22 09:59:59,NIFTY,25NOV21,17250,CE,2021-11-22,09:59:59,405.0,405.0,405.0,405.0,0,0,17664.4
2021-11-22 10:00:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:00:59,405.0,405.0,405.0,405.0,0,0,17656.1
2021-11-22 10:01:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:01:59,405.0,405.0,405.0,405.0,0,0,17654.95
2021-11-22 10:02:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:02:59,405.0,405.0,405.0,405.0,0,0,17651.9
2021-11-22 10:03:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:03:59,405.0,405.0,405.0,405.0,0,0,17642.05
2021-11-22 10:04:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:04:59,405.0,405.0,405.0,405.0,0,0,17640.5
2021-11-22 10:05:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:05:59,405.0,405.0,405.0,405.0,0,0,17635.95
2021-11-22 10:06:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:06:59,405.0,405.0,405.0,405.0,0,0,17629.2
2021-11-22 10:07:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:07:59,405.0,405.0,405.0,405.0,0,0,17624.7
2021-11-22 10:08:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:08:59,405.0,405.0,405.0,405.0,0,0,17630.15
2021-11-22 10:09:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:09:59,405.0,405.0,405.0,405.0,0,0,17634.95
2021-11-22 10:10:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:10:59,405.0,405.0,405.0,405.0,0,0,17627.55
2021-11-22 10:11:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:11:59,405.0,405.0,405.0,405.0,0,0,17634.05
2021-11-22 10:12:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:12:59,405.0,405.0,405.0,405.0,0,0,17641.05
2021-11-22 10:13:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:13:59,405.0,405.0,405.0,405.0,0,0,17642.2
2021-11-22 10:14:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:14:59,405.0,405.0,405.0,405.0,0,0,17633.95
2021-11-22 10:15:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:15:59,405.0,405.0,405.0,405.0,0,0,17641.95
2021-11-22 10:16:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:16:59,405.0,405.0,405.0,405.0,0,0,17639.3
2021-11-22 10:17:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:17:59,405.0,405.0,405.0,405.0,0,0,17637.15
2021-11-22 10:18:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:18:59,405.0,405.0,405.0,405.0,0,0,17635.3
2021-11-22 10:19:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:19:59,405.0,405.0,405.0,405.0,0,0,17625.55
2021-11-22 10:20:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:20:59,405.0,405.0,405.0,405.0,0,0,17627.8
2021-11-22 10:21:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:21:59,405.0,405.0,405.0,405.0,0,0,17621.9
2021-11-22 10:22:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:22:59,405.0,405.0,405.0,405.0,0,0,17622.1
2021-11-22 10:23:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:23:59,405.0,405.0,405.0,405.0,0,0,17610.3
2021-11-22 10:24:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:24:59,392.35,392.35,392.35,392.35,0,0,17601.55
2021-11-22 10:25:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:25:59,392.35,392.35,392.35,392.35,0,0,17604.15
2021-11-22 10:26:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:26:59,392.35,392.35,392.35,392.35,0,0,17596.95
2021-11-22 10:27:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:27:59,392.35,392.35,392.35,392.35,0,0,17590.65
2021-11-22 10:28:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:28:59,392.35,392.35,392.35,392.35,0,0,17596.5
2021-11-22 10:29:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:29:59,392.35,392.35,392.35,392.35,0,0,17602.3
2021-11-22 10:30:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:30:59,392.35,392.35,392.35,392.35,0,0,17590.15
2021-11-22 10:31:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:31:59,392.35,392.35,392.35,392.35,0,0,17585.65
2021-11-22 10:32:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:32:59,392.35,392.35,392.35,392.35,0,0,17590.4
2021-11-22 10:33:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:33:59,392.35,392.35,392.35,392.35,0,0,17581.75
2021-11-22 10:34:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:34:59,392.35,392.35,392.35,392.35,0,0,17576.65
2021-11-22 10:35:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:35:59,392.35,392.35,392.35,392.35,0,0,17582.35
2021-11-22 10:36:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:36:59,386.3,392.5,386.3,392.5,0,0,17584.75
2021-11-22 10:37:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:37:59,386.3,392.5,386.3,392.5,0,0,17590.35
2021-11-22 10:38:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:38:59,382.85,382.85,382.85,382.85,0,0,17572.2
2021-11-22 10:39:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:39:59,363.6,363.6,361.5,361.65,0,0,17570.1
2021-11-22 10:40:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:40:59,363.6,363.6,361.5,361.65,0,0,17579.6
2021-11-22 10:41:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:41:59,363.6,363.6,361.5,361.65,0,0,17572.7
2021-11-22 10:42:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:42:59,363.6,363.6,361.5,361.65,0,0,17571.55
2021-11-22 10:43:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:43:59,363.6,363.6,361.5,361.65,0,0,17577.7
2021-11-22 10:44:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:44:59,363.6,363.6,361.5,361.65,0,0,17584.4
2021-11-22 10:45:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:45:59,363.6,363.6,361.5,361.65,0,0,17595.2
2021-11-22 10:46:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:46:59,363.6,363.6,361.5,361.65,0,0,17584.2
2021-11-22 10:47:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:47:59,363.6,363.6,361.5,361.65,0,0,17587.85
2021-11-22 10:48:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:48:59,363.6,363.6,361.5,361.65,0,0,17580.85
2021-11-22 10:49:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:49:59,363.6,363.6,361.5,361.65,0,0,17583.6
2021-11-22 10:50:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:50:59,363.6,363.6,361.5,361.65,0,0,17591.2
2021-11-22 10:51:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:51:59,363.6,363.6,361.5,361.65,0,0,17582.95
2021-11-22 10:52:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:52:59,363.6,363.6,361.5,361.65,0,0,17576.6
2021-11-22 10:53:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:53:59,363.6,363.6,361.5,361.65,0,0,17574.65
2021-11-22 10:54:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:54:59,363.6,363.6,361.5,361.65,0,0,17577.35
2021-11-22 10:55:59,NIFTY,25NOV21,17250,CE,2021-11-22,10:55:59,363.6,363.6,361.5,361.65,0,0,17576.85
