datetime,Symbol,Expiry,Strike,OptionType,Date,Time,Open,High,Low,Close,Volume,OI,Underlying Value
2021-12-24 09:15:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:15:59,2911.0,2911.0,2911.0,2911.0,0,0,17093.95
2021-12-24 09:16:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:16:59,2911.0,2911.0,2911.0,2911.0,0,0,17086.45
2021-12-24 09:17:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:17:59,2911.0,2911.0,2911.0,2911.0,0,0,17082.2
2021-12-24 09:18:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:18:59,2911.0,2911.0,2911.0,2911.0,0,0,17061.5
2021-12-24 09:19:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:19:59,2911.0,2911.0,2911.0,2911.0,0,0,17054.65
2021-12-24 09:20:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:20:59,2911.0,2911.0,2911.0,2911.0,0,0,17074.4
2021-12-24 09:21:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:21:59,2911.0,2911.0,2911.0,2911.0,0,0,17082.55
2021-12-24 09:22:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:22:59,3000.0,3000.0,3000.0,3000.0,0,0,17095.95
2021-12-24 09:23:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:23:59,3000.0,3000.0,3000.0,3000.0,0,0,17099.3
2021-12-24 09:24:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:24:59,3000.0,3000.0,3000.0,3000.0,0,0,17102.7
2021-12-24 09:25:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:25:59,3000.0,3000.0,3000.0,3000.0,0,0,17111.25
2021-12-24 09:26:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:26:59,3000.0,3000.0,3000.0,3000.0,0,0,17098.25
2021-12-24 09:27:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:27:59,3000.0,3000.0,3000.0,3000.0,0,0,17075.0
2021-12-24 09:28:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:28:59,3000.0,3000.0,3000.0,3000.0,0,0,17091.75
2021-12-24 09:29:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:29:59,3000.0,3000.0,3000.0,3000.0,0,0,17089.85
2021-12-24 09:30:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:30:59,3000.0,3000.0,3000.0,3000.0,0,0,17069.95
2021-12-24 09:31:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:31:59,3000.0,3000.0,3000.0,3000.0,0,0,17055.1
2021-12-24 09:32:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:32:59,3000.0,3000.0,3000.0,3000.0,0,0,17067.85
2021-12-24 09:33:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:33:59,3000.0,3000.0,3000.0,3000.0,0,0,17049.75
2021-12-24 09:34:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:34:59,3000.0,3000.0,3000.0,3000.0,0,0,17044.7
2021-12-24 09:35:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:35:59,3000.0,3000.0,3000.0,3000.0,0,0,17026.2
2021-12-24 09:36:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:36:59,3000.0,3000.0,3000.0,3000.0,0,0,17034.6
2021-12-24 09:37:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:37:59,3000.0,3000.0,3000.0,3000.0,0,0,17028.25
2021-12-24 09:38:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:38:59,3000.0,3000.0,3000.0,3000.0,0,0,17033.5
2021-12-24 09:39:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:39:59,3000.0,3000.0,3000.0,3000.0,0,0,17006.6
2021-12-24 09:40:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:40:59,3000.0,3000.0,3000.0,3000.0,0,0,17014.1
2021-12-24 09:41:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:41:59,3000.0,3000.0,3000.0,3000.0,0,0,17004.25
2021-12-24 09:42:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:42:59,3000.0,3000.0,3000.0,3000.0,0,0,16985.2
2021-12-24 09:43:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:43:59,3000.0,3000.0,3000.0,3000.0,0,0,16987.6
2021-12-24 09:44:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:44:59,3000.0,3000.0,3000.0,3000.0,0,0,16984.15
2021-12-24 09:45:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:45:59,3000.0,3000.0,3000.0,3000.0,0,0,16983.55
2021-12-24 09:46:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:46:59,3000.0,3000.0,3000.0,3000.0,0,0,16998.8
2021-12-24 09:47:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:47:59,3000.0,3000.0,3000.0,3000.0,0,0,17011.25
2021-12-24 09:48:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:48:59,3000.0,3000.0,3000.0,3000.0,0,0,17017.5
2021-12-24 09:49:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:49:59,3000.0,3000.0,3000.0,3000.0,0,0,17013.75
2021-12-24 09:50:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:50:59,3000.0,3000.0,3000.0,3000.0,0,0,16993.4
2021-12-24 09:51:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:51:59,3000.0,3000.0,3000.0,3000.0,0,0,16998.85
2021-12-24 09:52:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:52:59,3000.0,3000.0,3000.0,3000.0,0,0,16988.3
2021-12-24 09:53:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:53:59,3000.0,3000.0,3000.0,3000.0,0,0,16993.0
2021-12-24 09:54:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:54:59,3000.0,3000.0,3000.0,3000.0,0,0,16989.1
2021-12-24 09:55:59,NIFTY,30DEC21,20000,PE,2021-12-24,09:55:59,3000.0,3000.0,3000.0,3000.0,0,0,16990.3
